Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
2024-10-03 10:54:53.407995,1.0,27.521108772254976,22.24024536256306,21.90043535506952,55.29190389508887,556.172805131218,5.581954516265902,10.003649716693408,45.80685202827101,39.0761990273964,35.703005710811865,0.9414021464707312,High Stress
2024-10-03 16:54:53.407995,1.0,14.835566151888916,21.706763280909925,18.68089193676625,63.94918051173581,596.1367212302714,7.135704906309493,30.712561999903446,25.39439260487672,17.944826069293086,27.993295774186056,0.1648993610796132,High Stress
2024-10-03 22:54:53.407995,1.0,17.086361974997438,21.180945559285547,15.392939129667838,67.83795648765081,591.124626808531,5.656852249366534,29.337002244708145,27.57389184801944,35.70653021497076,43.64630751994847,1.0817280414192725,High Stress
2024-10-04 04:54:53.407995,1.0,15.336156078582944,22.593301942227185,22.77839389840882,58.1908110056612,241.4124763779383,5.5845226865862685,16.966620652162902,26.180704807734543,26.25774575053041,37.83809482910976,1.1860879713963417,High Stress
2024-10-04 10:54:53.407995,1.0,39.82221602941021,28.929001064000246,18.100937278546315,63.77203576821832,444.4938296099551,5.919706875765611,10.944960674183616,37.89890673322764,37.65448346092087,48.26581158833051,1.609805187907425,High Stress
2024-10-04 16:54:53.407995,1.0,29.20836481534943,24.36420868878257,22.55155082968356,46.392811452098336,496.23303984208593,6.157930728222645,10.060115254353562,15.61066678392153,21.78267157334869,45.05218106856621,0.0343015683382248,High Stress
2024-10-04 22:54:53.407995,1.0,16.351409451876588,23.022894958221272,17.95034781636641,56.90621179183925,454.63921437395226,7.075570015625399,28.01088961923503,32.56459220624491,39.93465589107949,49.23293579455057,1.2729206889907476,High Stress
2024-10-05 04:54:53.407995,1.0,33.307696956004705,20.1991857151318,16.298220546374303,56.3262169649808,455.6989746013178,6.105038904173366,15.871378906939157,10.454181882674298,24.85372660083295,33.925177626035534,1.675544810043784,Moderate Stress
2024-10-05 10:54:53.407995,1.0,12.722726094083018,25.46764546847184,16.69303634671728,47.54417466418322,635.0570336625123,6.487871876582131,45.630529643515445,47.459179011485794,12.451933305272362,47.75034982718944,1.391797621456864,High Stress
2024-10-05 16:54:53.407995,1.0,13.244641440291131,27.63668532784915,23.62016941940588,65.61576853617763,393.2477805158376,5.580117096564762,44.42299620666396,39.8111137142493,38.61301951054703,35.61351855641512,0.9625086325697942,High Stress
